,id,original_title,tags,vote_average
815,8488,Hitch,date coach alex 'hitch' hitchens mentor a bumbling client albert who hop to win the heart of the glamorous allegra cole while albert make progress hitch face his own romantic setback when proven technique fail to work on sara melas a tabloid reporter dig for dirt on allegra cole's love life when sara discovers hitch's connection to albert – now allegra's boyfriend – it threaten to destroy both relationship comedy drama romance speed_date romantic_comedy date will_smith eva_mendes kevin_james amber_valletta julie_ann_emery andy_tennant,6.4
816,10603,George of the Jungle,baby george get into a plane crash in a jungle stay alive and be adopt by a wise ape ursula stanhope u noble woman be save from death on safari by grown-up george and he take her to jungle to live with him he slowly learn a rule of human relationship while ursula's lover lyle be look for her and the one who take her after they be find ursula take george to the usa adventure comedy family romance africa san_francisco gorilla lion feral_child jungle brendan_fraser leslie_mann thomas_haden_church john_cleese richard_roundtree sam_weisman,5.4
817,8273,American Wedding,with high school a distant memory jim and michelle be get marry -- and in a hurry since jim's grandmother be sick and want to see him walk down the aisle -- prompt stifler to throw the ultimate bachelor party and jim's dad be reliable a ever doling out advice no one want to hear comedy romance handcuff sister_sister_relationship spanner blow_job stag_night wed jason_biggs alyson_hannigan seann_william_scott eddie_kaye_thomas thomas_ian_nicholas jesse_dylan,6.0
818,109424,Captain Phillips,the true story of captain richard phillips and the 2009 hijacking by somali pirate of the us-flagged mv maersk alabama the first american cargo ship to be hijack in two hundred year action drama thriller ship hijack somalia fisherman blood poverty pirate terrorism commando hijack cargo_ship ship_captain ship_hijacking somali commando_unit tom_hanks catherine_keener max_martini chris_mulkey yul_vazquez paul_greengrass,7.6
819,35056,Date Night,phil and claire foster fear that their mild-mannered relationship may be fall into a stale rut during their weekly date night their dinner reservation lead to their be mistake for a couple of thief – and now a number of unsavoury character want phil and claire kill comedy date corruption taxi expensive_restaurant wife_husband_relationship gun boat taxi_driver document restaurant roof married_couple politician stripper shoot thief car_crash steal mistaken_identity police_corruption aftercreditsstinger duringcreditsstinger tina_fey steve_carell mark_wahlberg taraji_p _henson jimmi_simpson shawn_levy,5.9
820,8839,Casper,"furious that her late father only will her his gloomy-looking mansion rather than his million carrigan crittenden be ready to burn the place to the ground when she discover a map to a treasure hidden in the house but when she enter the rickety mansion to seek her claim she be frighten away by a wicked wave of ghost determine to get her hand on this hidden fortune she hire afterlife therapist dr james harvey to exorcise the ghost from the mansion harvey and his daughter kat move in and soon kat meet casper the ghost of a young boy who's ""the friendly ghost you know "" but not so friendly be casper's uncles--stretch fatso and stinkie--who be determine to drive all ""fleshies"" away fantasy comedy family halloween friendship supernatural afterlife friend danger ghost disorder young_heroes imaginary supernatural_ability mischievous_children christina_ricci bill_pullman cathy_moriarty eric_idle joe_nipote brad_silberling",6.0
821,156022,The Equalizer,in the equalizer denzel washington play mccall a man who believe he have put his mysterious past behind him and dedicate himself to begin a new quiet life but when mccall meet teri (chloë grace moretz) a young girl under the control of ultra-violent russian gangster he can’t stand idly by – he have to help her arm with hidden skill that allow him to serve vengeance against anyone who would brutalize the helpless mccall come out of his self-imposed retirement and find his desire for justice reawaken if someone have a problem if the odds be stack against them if they have nowhere else to turn mccall will help he be the equalizer thriller action crime corruption assassin hostage fbi hitman russian security_camera sadism vigilante sociopath revenge suspense organized_crime gore gangster violence teenage_prostitute commando interrogation surveillance ex_soldier faked_death loner call_girl black_ops hand_to_hand_combat mysterious_past denzel_washington marton_csokas chloë_grace_moretz david_harbour haley_bennett antoine_fuqua,7.1
822,7303,Maid in Manhattan,marisa ventura be a struggle single mom who work at a posh manhattan hotel and dream of a good life for her and her young son one fateful day hotel guest and senatorial candidate christopher marshall meet marisa and mistake her for a wealthy socialite after an enchant evening together the two fall madly in love but when marisa's true identity be reveal issue of class and social status threaten to separate them can two people from very different world overcome their difference and live happily ever after? comedy drama romance hotel politician mistaken_identity maid class_differences single_mother public_relations maid_uniform hotel_clerk wealth_differences jennifer_lopez ralph_fiennes natasha_richardson stanley_tucci tyler_posey wayne_wang,5.6
823,8963,Crimson Tide,on a u nuclear missile sub a young first officer stag a mutiny to prevent his trigger happy captain from launch his missile before confirm his order to do so action thriller drama submarine mutiny russia missile nuclear_missile embassy u s _navy battle_for_power torpedo military moral_dilemma post_cold_war aircraft_carrier chain_of_command launch_code sonar denzel_washington gene_hackman matt_craven george_dzundza viggo_mortensen tony_scott,7.0
824,1402,The Pursuit of Happyness,the true story of christopher gardner who invest heavily in a device know a a 'bone density scanner' only to find himself struggle to sell the product a it's just marginally good than the current technology and much more expensive his wife leave him he lose his house bank account and credit card and now force to live out in the street with his young son he's desperate to find a steady job he take on a job a a stockbroker but before he can receive pay he need to go through 6 month of training and must sell his device drama san_francisco single_parent homeless_person bus worker homelessness work church_service bad_luck biography salesman stockbroker will_smith jaden_smith thandie_newton brian_howe james_karen gabriele_muccino,7.7
825,9315,Flightplan,a claustrophobic hitchcockian thriller a bereave woman and her daughter be fly home from berlin to america at 30 000 foot the child vanishes and nobody admits she be ever on that plane thriller drama mystery berlin loss_of_father airplane baby-snatching jodie_foster peter_sarsgaard sean_bean kate_beahan michael_irby robert_schwentke,6.1
826,8984,Disclosure,a computer specialist be sue for sexual harassment by a former lover turn bos who initiate the act forcefully which threaten both his career and his personal life drama thriller crime mystery romance employee workplace sexual_harassment intrigue michael_douglas demi_moore donald_sutherland dylan_baker jacqueline_kim barry_levinson,5.9
827,795,City of Angels,when guardian angel seth -- who invisibly watch over the citizen of los angeles -- becomes captivate by maggie a strong-willed heart surgeon he ponder trading in his pure otherworldly existence for a mortal life with his beloved the couple embark on a tender but forbidden romance span heaven and earth drama fantasy romance suicide angel life_and_death desperation operation heaven faith afterlife los_angeles interspecies_romance nicolas_cage meg_ryan andre_braugher dennis_franz colm_feore brad_silberling,6.4
828,24,Kill Bill: Vol. 1,an assassin be shoot at the altar by her ruthless employer bill and other member of their assassination circle – but 'the bride' live to plot her vengeance set out for some payback she make a death list and hunt down those who wrong her save bill for last action crime japan coma martial_art kung_fu underworld yakuza sword bride revenge gore female_yakuza blood wedding samurai_sword part_animation uma_thurman lucy_liu vivica_a _fox daryl_hannah david_carradine quentin_tarantino,7.7
829,11353,Bowfinger,on the verge of bankruptcy and desperate for his big break aspire filmmaker bobby bowfinger concoct a crazy plan to make his ultimate dream movie rally a ragtag team that include a starry-eyed ingenue a has-been diva and a film studio gofer he set out to shoot a blockbuster feature the big star in hollywood kit ramsey -- only without let ramsey know he's in the picture comedy film_producer film_director movie_studio hollywood filmmaking movie_actress steve_martin eddie_murphy heather_graham christine_baranski jamie_kennedy frank_oz,6.0
830,393,Kill Bill: Vol. 2,the bride unwaveringly continue on her roaring rampage of revenge against the band of assassin who have try to kill her and her unborn child she visit each of her former associate one-by-one check off the victim on her death list five until there's nothing leave to do … but kill bill action crime thriller brother_brother_relationship swordplay katana mother_role rage_and_hate daughter right_and_justice single aftercreditsstinger duringcreditsstinger uma_thurman david_carradine daryl_hannah michael_madsen gordon_liu_chia-hui quentin_tarantino,7.6
831,9618,Tango & Cash,ray tango and gabriel cash be narcotics detective who while both be extremely successful can't stand each other crime lord yves perret furious at the loss of income that tango and cash have cause him frames the two for murder caught with the murder weapon on the scene of the crime the two have no alibi throw into prison with most of the criminal they help convict it appear that they be go to have to trust each other if they be to clear their name and catch the evil perret action adventure comedy prisoner war_on_drugs los_angeles sylvester_stallone kurt_russell teri_hatcher jack_palance brion_james andrei_konchalovsky,6.1
832,9374,Death Becomes Her,madeline be marry to ernest who be once arch-rival helen's fiance after recover from a mental breakdown helen vow to kill madeline and steal back ernest unfortunately for everyone the introduction of a magic potion cause thing to be a great deal more complicate than a mere murder plot fantasy comedy jealousy beauty immortality rivalry potion drink meryl_streep bruce_willis goldie_hawn isabella_rossellini ian_ogilvy robert_zemeckis,6.3
833,8584,Shanghai Noon,chon wang a clumsy imperial guard trail princess pei pei when she be kidnap from the forbidden city and transport to america wang follow her captor to nevada where he team up with an unlikely partner outcast outlaw roy o'bannon and try to spring the princess from her imprisonment adventure action comedy western princess sioux travel rescue native_american chinese cowboy duringcreditsstinger 19th_century jackie_chan owen_wilson lucy_liu xander_berkeley roger_yuan tom_dey,6.2
834,2320,Executive Decision,terrorist hijack a 747 inbound to washington d c demand the the release of their imprisoned leader intelligence expert david grant (kurt russell) suspect another reason and he be soon the reluctant member of a special assault team that be assign to intercept the plane and hijacker action adventure drama thriller bomb ransom hostage airplane hijack terror_cell special_unit deception rescue covert_operation disaster shootout terrorism explosion violence surveillance night_vision_goggles flight_attendant intelligence_agent flashback hand_to_hand_combat nerve_gas kurt_russell steven_seagal halle_berry john_leguizamo oliver_platt stuart_baird,5.8
835,58224,Mr. Popper's Penguins,jim carrey star a tom popper a successful businessman who’s clueless when it come to the really important thing in life until he inherit six “adorable” penguin each with it own unique personality soon tom’s rambunctious roommate turn his swank new york apartment into a snowy winter wonderland — and the rest of his world upside-down comedy family taxi restaurant zoo penguin ex_husband little_boy zookeeper doorman ride bird_hatching aftercreditsstinger duringcreditsstinger jim_carrey carla_gugino madeline_carroll angela_lansbury ophelia_lovibond mark_waters,5.7
836,1729,The Forbidden Kingdom,an american teenager who be obsess with hong kong cinema and kung-fu classic make an extraordinary discovery in a chinatown pawnshop: the legendary stick weapon of the chinese sage and warrior the monkey king with the lose relic in hand the teenager unexpectedly find himself travel back to ancient china to join a crew of warrior from martial art lore on a dangerous quest to free the imprisoned monkey king action adventure fantasy tempel shaolin teenager urination staff warrior monkey_king jackie_chan jet_li michael_angarano liu_yifei li_bingbing rob_minkoff,6.3
837,175574,Free Birds,in this irreverent hilarious adventurous buddy comedy for audience of all age direct by jimmy hayward (horton hear a who!) two turkey from opposite side of the track must put aside their difference and team up to travel back in time to change the course of history - and get turkey off the holiday menu for good animation comedy family holiday thanksgiving freedom duringcreditsstinger 3d owen_wilson woody_harrelson amy_poehler george_takei colm_meaney jimmy_hayward,5.7
838,8077,Alien³,after escape with newt and hick from the alien planet ripley crash land on fiorina 161 a prison planet and host to a correctional facility unfortunately although newt and hick do not survive the crash a more unwelcome visitor do the prison do not allow weapon of any kind and with aid be a long time away the prisoner must simply survive in any way they can science_fiction action horror prison android spacecraft space_marine imprisonment space_colony space_travel rottweiler dystopia sequel alien redemption outer_space planet shaved_head crash_land impregnation penal_colony furnace suspended_animation xenomorph sigourney_weaver charles_s _dutton charles_dance pete_postlethwaite ralph_brown david_fincher,6.2
839,8818,Evita,the hit musical base on the life of evita duarte a b-movie argentinian actress who eventually become the wife of argentinian president and dictator juan perón and the most beloved and hated woman in argentina history drama music prostitute deification dancehall_hostess perónism argentine_president rise_to_power singing_narrator soccer_ball madonna antonio_banderas jonathan_pryce jimmy_nail victoria_sus alan_parker,5.9
840,8195,Ronin,a briefcase with undisclosed content – seek by irish terrorist and the russian mob – make it way into criminals' hand an irish liaison assemble a squad of mercenary or 'ronin' and give them the thorny task of recover the case action thriller crime adventure paris france arms_deal audi impostor case violence ice_skate computer_expert ex_kgb preparation hit_with_a_car_door cellular_phone_trace merry_go_round robert_de_niro jean_reno natascha_mcelhone stellan_skarsgård sean_bean john_frankenheimer,6.7
841,10586,The Ghost and the Darkness,sir robert beaumont be behind schedule on a railroad in africa enlist noted engineer john henry patterson to right the ship beaumont expect result everything seem great until the crew discover the mutilated corpse of the project's foreman seemingly kill by a lion after several more attack patterson call in famed hunter charles remington who have finally meet his match in the bloodthirsty lion adventure africa lion bridge based_on_true_story kenya animal_attack lion_attack colonialism swahili michael_douglas val_kilmer tom_wilkinson john_kani emily_mortimer stephen_hopkins,6.4
842,116149,Paddington,a young peruvian bear with a passion for all thing british travel to london in search of a home find himself lose and alone at paddington station he begin to realize that city life be not all he have imagine - until he meet the kindly brown family who read the label around his neck ('please look after this bear thank you ') and offer him a temporary haven it look a though his luck have change until this rarest of bear catch the eye of a museum taxidermist family comedy england train_station based_on_novel bear anthropomorphism talking_to_animals children's_book nicole_kidman peter_capaldi ben_whishaw michael_gambon imelda_staunton paul_king,7.0
843,80035,The Watch,four everyday suburban guy come together a an excuse to escape their humdrum live one night a week but when they accidentally discover that their town have become overrun with alien pose a ordinary suburbanite they have no choice but to save their neighborhood - and the world - from total extermination comedy usa sterility castration marriage friendship alien suburb alien_invasion death teenage_daughter neighborhood_watch creepy_neighbor ben_stiller vince_vaughn jonah_hill richard_ayoade rosemarie_dewitt akiva_schaffer,5.3
844,10632,The Hunted,in the wilderness of british columbia two hunter be track and viciously murder by aaron hallum former special operation instructor l t bonham be approach and ask to apprehend hallum his former student who have 'gone rogue' after suffer severe battle stress from his time in kosovo drama action thriller crime hunter fbi knife balkan_war wood psychopathic_killer slaughter survivalist maniac special_forces killing_spree combat ex_soldier dark_past manhunt gory_violence tommy_lee_jones benicio_del_toro connie_nielsen leslie_stefanson john_finn william_friedkin,6.0
845,12117,Instinct,dr ethan powell an anthropologist be in africa study ape when he be lose for two year when he be find he kill 3 men and put 2 in the hospital cuba gooding's character be a psychiatrist who want to take up the task of try to get dr powell to speak again and maybe even stand judgment at a trial for his release from prison of mental case along the way cuba have to deal with also help the mental patient that be be abuse and neglect in this process cuba learn a few thing about himself and life and so do anthony hopkins character dr powell drama mystery thriller prison gorilla research instinct murder psychologist anthony_hopkins cuba_gooding_jr donald_sutherland maura_tierney george_dzundza jon_turteltaub,6.2
846,1792,Stuck on You,"in martha's vineyard mass conjoin twin walt (greg kinnear) and bob tenor (matt damon) make the best of their handicap by be the fast grill cook in town while outgo walt hope to one day become a famous actor shy bob prefers to stay out of the spotlight when a fading hollywood actress cher (cher) decide to get her show ""honey and the beaze"" cancel she hire walt -- and his brotherly appendage -- a her costars but their addition surprisingly achieve the opposite comedy sex dancer martial_art cook stripper love bully hollywood twin flashback freak actor anxiety conjoin siamese matt_damon greg_kinnear eva_mendes wen_yann_shih seymour_cassel bobby_farrelly",5.1
847,13260,Semi-Pro,jackie moon be the owner promoter coach and star player of the flint michigan tropic of the american basketball association (aba) in 1976 before the aba collapse the national basketball association (nba) plan to merge with the best team of the aba at the end of the season only the top four team will make the move and the bad team will fold the tropic be the bad team in the league and if they want to make it to the nba jackie moon must rally his team and start win the only problem be the fact that jackie moon be not really the coach and star basketball player he think he be to keep his team from oblivion and leave his mark in the city jackie moon must inspire his team to win fourth place in the playoff comedy sport basketball flint_michigan nba merger trade garbage_can canon ramp championship dead_parent will_ferrell maura_tierney woody_harrelson david_koechner will_arnett kent_alterman,5.4
848,72197,The Pirates! In an Adventure with Scientists!,the luxuriantly beard pirate captain be a boundlessly enthusiastic if somewhat less-than-successful terror of the high sea with a rag-tag crew at his side and seemingly blind to the impossible odds stack against him the captain have one dream: to beat his bitter rival black bellamy and cutlas liz to the much coveted pirate of the year award it’s a quest that take our hero from the shore of exotic blood island to the foggy street of victorian london along the way they battle a diabolical queen and team up with a haplessly smitten young scientist but never lose sight of what a pirate love best: adventure! animation adventure family comedy rivalry stop_motion pirate aftercreditsstinger duringcreditsstinger hugh_grant brendan_gleeson jeremy_piven brian_blessed salma_hayek peter_lord,6.4
849,3580,Changeling,christine collins be overjoyed when her kidnap son be bring back home but when christine suspect that the boy return to her isn't her child the police captain have her commit to an asylum crime drama mystery corruption mother nudity minister power public government police reunion murder conspiracy los_angeles miss mother_love criticism angelina_jolie jeffrey_donovan john_malkovich geoff_pierson amy_ryan clint_eastwood,7.3
850,12123,Chain Reaction,two researcher in a green alternative energy project be put on the run when they be frame for murder and treason action drama science_fiction thriller fbi hydrogen_bomb secret_lab energy_supply conspiracy aftercreditsstinger keanu_reeves morgan_freeman rachel_weisz fred_ward kevin_dunn andrew_davis,5.3
851,9566,The Fan,when the san francisco giant pay centerfielder bobby rayburn $40 million to lead their team to the world series no one be happy or more supportive than #1 fan gil renard so when rayburn become mire in the bad slump of his career the obsessed renard decide to stop at nothing to help his idol regain his former glory not even murder drama mystery thriller sport luck san_francisco_giants child_custody baseball_pitcher baseball_fan psychotic_fan sports_agent driving_range steam_room robert_de_niro wesley_snipes ellen_barkin john_leguizamo benicio_del_toro tony_scott,5.7
852,9833,The Phantom of the Opera,deform since birth a bitter man know only a the phantom live in the sewer underneath the paris opera house he fall in love with the obscure chorus singer christine and privately tutor her while terrorize the rest of the opera house and demand christine be give lead role thing get bad when christine meet back up with her childhood acquaintance raoul and the two fall in love thriller drama romance dance obsession auction wheelchair rise product_placement musical remake tragic_villain black_and_white rooftop heroine disfigured_face based_on_stage_musical theater disfigurement_mask breaking_mirror opera_singer 1910s gerard_butler emmy_rossum patrick_wilson miranda_richardson minnie_driver joel_schumacher,7.0
853,4517,Elizabeth: The Golden Age,when queen elizabeth's reign be threaten by ruthless familial betrayal and spain's invading army she and her shrewd adviser must act to safeguard to the life of her people drama history romance england assassination spain virgin colony governance queen_elizabeth_i religious_war tudor execution middle_age catholicism sea_battle palace_intrigue cate_blanchett clive_owen geoffrey_rush laurence_fox tom_hollander shekhar_kapur,6.6
854,8202,Æon Flux,400 year into the future disease have wipe out the majority of the world's population except one walled city bregna rule by a congress of scientist when æon flux the top operative in the underground 'monican' rebellion be send on a mission to kill a government leader she uncover a world of secret action science_fiction martial_art dystopia surrealism based_on_cartoon shootout espionage infertility cyberpunk extreme_violence sabotage one_against_many woman_director hand_to_hand_combat action_heroine human_cloning 25th_century charlize_theron marton_csokas jonny_lee_miller sophie_okonedo frances_mcdormand karyn_kusama,5.4
855,16072,Gods and Generals,"the film center mostly around the personal and professional life of thomas ""stonewall"" jackson a brilliant if eccentric confederate general from the outbreak of the american civil war until it halfway point when jackson be kill accidentally by his own soldier in may 1863 during his great victory drama history war war battle union_soldier confederate_soldier american_civil_war secession stephen_lang jeff_daniels robert_duvall kevin_conway c _thomas_howell ronald_f _maxwell",6.1
856,34314,Turbulence,on a flight transport dangerous convict murderer ryan weaver manage to break free and cause complete chaos throughout the plane a various people on board fall victim to weaver it be ultimately down to flight attendant teri halloran to keep the aircraft from crash with on-ground support from an air traffic controller while halloran struggle to pilot the plane weaver continue to terrorize the survive member of the crew action thriller crime stewardess airplane shootout air_marshal christmas turbulence ray_liotta lauren_holly brendan_gleeson héctor_elizondo rachel_ticotin robert_butler,5.2
857,19724,Imagine That,a financial executive who can't stop his career downspiral be invite into his daughter's imaginary world where solution to his problem await comedy eddie_murphy thomas_haden_church yara_shahidi ronny_cox stephen_rannazzisi karey_kirkpatrick,5.7
858,145220,Muppets Most Wanted,while on a grand world tour the muppets find themselves wrap into an european jewel-heist caper head by a kermit the frog look-alike and his dastardly sidekick comedy adventure crime family musical the_muppets ricky_gervais ty_burrell tina_fey steve_whitmire eric_jacobson james_bobin,6.2
859,14623,Thunderbirds,dangerous mission be the bread and butter of the thunderbird a high-tech secret force employ by the government lead by jeff tracy (bill paxton) the thunderbird be at the top of their game but their nemesis the hood (ben kingsley) have land on their island and be attempt a coup by use the team's rescue vehicle he'll soon discover that the thunderbird won't go down action adventure comedy family fantasy science_fiction secret_organization based_on_tv_series golden_gate_bridge locker oil_rig teenage_hero soaked_clothes thunderbird brady_corbet soren_fulton debora_weston lou_hirsch alex_barringer jonathan_frakes,4.2
860,42297,Burlesque,the burlesque lounge have it best day behind it tess a retired dancer and owner of the venue struggle to keep the age theater alive face all kind of financial and artistic challenge with the lounge's troupe member become increasingly distract by personal problem and a threat come from a wealthy businessman's quest to buy the spot from tess the good fortune seem to have abandon the club altogether meanwhile the life of ali a small-town girl from iowa be about to change dramatically hire by tess a a waitress at the lounge ali escape a hollow past and quickly fall in love with the art of burlesque back by newfound friend amongst the theater's crew she manage to fulfill her dream of be on stage herself thing take a dramatic turn though when ali's big voice make her become the main attraction of the revue drama romance musical los_angeles burlesque burlesque_dancer cher christina_aguilera eric_dane cam_gigandet julianne_hough steve_antin,6.9
861,2841,Un long dimanche de fiançailles,"in 1919 mathilde be 19 year old two year earlier her fiancé manech leave for the front at the somme like million of others he be ""killed on the field of battle "" it's write in black and white on the official notice but mathilde refuse to believe it if manech have die she would know she hang on to her intuition as tightly a she would onto the last thread of hope link her to her lover a former sergeant tell her in vain that manech die in the no man's land of a trench name bingo crepescule in the company of four other men condemn to die for self-inflicted wound her path ahead be full of obstacle but mathilde be not frightened anything be possible to someone who be willing to challenge fate drama paris prostitute loss_of_lover amnesia bodily_disabled_person world_war_i wheelchair brittany lighthouse verdun lighthouse_keeper___ teenage_crush disappearance soldier illegal_prostitution private_detective missing_person polio trench audrey_tautou gaspard_ulliel dominique_pinon chantal_neuwirth andré_dussollier jean-pierre_jeunet",7.1
862,802,Lolita,humbert humbert be a middle-aged british novelist who be both appal by and attract to the vulgarity of american culture when he come to stay at the boarding house run by charlotte haze he soon become obsess with lolita the woman's teenaged daughter drama romance sexual_obsession hotel depression loss_of_mother small_town flirt midlife_crisis eroticism youngster lolita motel diary seduction forbidden_love professor_for_literature provocation fascination one-sided_love widow adoptive_father loss_of_husband summer_camp secret_love james_mason sue_lyon shelley_winters peter_sellers lois_maxwell stanley_kubrick,7.3
863,10375,D-Tox,a disgraced fbi agent with a drinking problem join nine other troubled law enforcement officer at an isolated detox clinic in the wild of wyoming but the therapeutic sanctuary become a nightmarish hellhole when a major snowstorm cut off the clinic from the outside world and enable a killer on the inside to get busy action thriller alcoholism serial_killer hospital police_officer detox sylvester_stallone courtney_b _vance tom_berenger charles_s _dutton jeffrey_wright jim_gillespie,5.3
864,36586,Blade II,a rare mutation have occur within the vampire community - the reaper a vampire so consume with an insatiable bloodlust that they prey on vampire as well a human transform victim who be unlucky enough to survive into reaper themselves blade be ask by the vampire nation for his help in prevent a nightmare plague that would wipe out both human and vampire fantasy horror action thriller katana mutation vampire silver superhero tragic_villain broken_neck lasersight violence exploding_body blade subjective_camera torso_cut_in_half reaper broken_wrist razor_blade shot_through_a_door sword_duel burnt_face wesley_snipes kris_kristofferson ron_perlman leonor_varela norman_reedus guillermo_del_toro,6.2
865,11321,Seven Pounds,an irs agent with a fateful secret embarks on an extraordinary journey of redemption by forever change the life of seven stranger drama vegetarian tax_collector pianist blind organ_transplant blood_type will_smith rosario_dawson sarah_jane_morris woody_harrelson michael_ealy gabriele_muccino,7.5
866,70074,Bullet to the Head,after watch their respective partner die a cop and a hitman form an alliance in order to bring down their common enemy action crime thriller sylvester_stallone sung_kang sarah_shahi adewale_akinnuoye-agbaje jason_momoa walter_hill,5.2
867,242,The Godfather: Part III,in the midst of try to legitimize his business dealing in 1979 new york and italy age mafia don michael corleone seek forgiveness for his sin while take a young protege under his wing crime drama thriller italy christianity new_york assassination italo-american vatican pope confession helicopter daughter lawyer al_pacino diane_keaton andy_garcía talia_shire sofia_coppola francis_ford_coppola,7.1
868,9621,Elizabethtown,drew baylor be fire after cause his shoe company to lose hundred of million of dollar to make matter bad he's also dump by his girlfriend on the verge of end it all draw get a new lease on life when he return to his family's small kentucky hometown after his father die along the way he meet a flight attendant with whom he fall in love comedy drama romance suicide hotel_room suicide_attempt new_love funeral airplane lover falling_in_love orlando_bloom kirsten_dunst susan_sarandon alec_baldwin bruce_mcgill cameron_crowe,6.1
869,1819,"You, Me and Dupree",after stand in a best man for his longtime friend carl petersen randy dupree lose his job become a barfly and attach himself to the newlywed couple almost permanently -- a their houseguest but the long dupree camp out on their couch the closer he get to carl's bride molly leave the frustrated groom wonder when his pal will be move out comedy romance roommate love_of_one's_life newlywed kate_hudson owen_wilson matt_dillon michael_douglas seth_rogen anthony_russo,5.4
870,8536,Superman II,three escaped criminal from the planet krypton test the man of steel's mettle lead by gen zod the kryptonians take control of the white house and partner with lex luthor to destroy superman and rule the world but superman who attempt to make himself human in order to get close to lois realizes he have a responsibility to save the planet action adventure fantasy science_fiction saving_the_world dc_comics sequel superhero based_on_comic_book loss_of_virginity criminal super_powers phantom_zone rocket_fired_grenade crystal_machine superhuman_strength duringcreditsstinger gene_hackman christopher_reeve ned_beatty jackie_cooper sarah_douglas richard_lester,6.5
871,8046,Gigli,gigli be order to kidnap the psychologically challenge young brother of a powerful federal prosecutor when plan go awry gigli's bos sends in ricki a gorgeous free-spirited female gangster who have her own set of order to assist with the kidnapping but gigli begin fall for the decidedly unavailable ricki which could be a hazard to his occupation drama new_york mentally_disabled kidnap blackmail mission_of_murder lover lesbian mobster ben_affleck jennifer_lopez justin_bartha lainie_kazan lenny_venito martin_brest,3.5
872,1717,All the King's Men,the story of an idealist's rise to power in the world of louisiana politics and the corruption that lead to his ultimate downfall base on the1946 pulitzer prize-winning novel write by robert penn warren drama thriller corruption journalist based_on_novel blackmail manipulation bodyguard louisiana scandal power governor politics tragedy mistress aristocrat sean_penn jude_law kate_winslet james_gandolfini patricia_clarkson steven_zaillian,5.7
873,479,Shaft,new york police detective john shaft arrest walter wade jr for a racially motivated slaying but the only eyewitness disappears and wade jump bail for switzerland two year later wade return to face trial confident his money and influence will get him acquit -- especially since he's pay a drug kingpin to kill the witness action adventure crime thriller corruption black_people italo-american brother_sister_relationship drug_dealer revenge murder violence drug police_officer xenophobia samuel_l _jackson jeffrey_wright christian_bale busta_rhymes dan_hedaya john_singleton,5.5
874,9444,Anastasia,this animated adventure retell the story of the lost daughter of russia's last czar the evil rasputin place a curse on the romanov family and anastasia and her grandmother empress maria get separate after grow up in an orphanage anastasia encounter two russian men seek a reward offer by empress maria for the return of her granddaughter the trio travel to paris where they find that the empress have grow skeptical of imposter animation family tzar musical russian_revolution train_explosion foreign_language_adaptation exploding_train meg_ryan john_cusack christopher_lloyd angela_lansbury hank_azaria gary_goldman,7.4
875,824,Moulin Rouge!,a celebration of love and creative inspiration take place in the infamous gaudy and glamorous parisian nightclub at the cusp of the 20th century a young poet who be plunge into the heady world of moulin rouge begin a passionate affair with the club's most notorious and beautiful star drama music romance duke musical writer's_block music terminal_illness writer no_opening_credits moulin_rouge bohemian toulouse_lautrec red_curtain cancan_dance la_traviata orpheus_and_eurydice dance_hall nicole_kidman ewan_mcgregor john_leguizamo jim_broadbent richard_roxburgh baz_luhrmann,7.4
876,11456,Domestic Disturbance,a divorced father discovers that his 12-year-old son's new stepfather be not what he make himself out to be mystery thriller crime menace adoption dangerous adoptive_father threat_to_death step_father murder divorce ex-wife child murder_hunt john_travolta vince_vaughn teri_polo matt_o'leary steve_buscemi harold_becker,5.4
877,261023,Black Mass,the true story of whitey bulger the brother of a state senator and the most infamous violent criminal in the history of south boston who become an fbi informant to take down a mafia family invade his turf crime drama boston based_on_true_story organized_crime johnny_depp joel_edgerton benedict_cumberbatch dakota_johnson kevin_bacon scott_cooper,6.3
878,3683,Flags of Our Fathers,there be five marine and one navy corpsman photograph raise the u s flag on mt suribachi by joe rosenthal on february 23 1945 this be the story of three of the six survive serviceman – john 'doc' bradley pvt rene gagnon and pvt ira hayes who fight in the battle to take iwo jima from the japanese war drama history world_war_ii dying_and_death pacific iwo_jima aftercreditsstinger duringcreditsstinger ryan_phillippe adam_beach jesse_bradford john_benjamin_hickey john_slattery clint_eastwood,6.7
879,22803,Law Abiding Citizen,a frustrated man decide to take justice into his own hand after a plea bargain set one of his family's killer free he target not only the killer but also the district attorney and others involve in the deal drama crime thriller tattoo secret_passage baseball_bat deal explosion justice district_attorney courtroom vigilantism jamie_foxx gerard_butler colm_meaney bruce_mcgill leslie_bibb f _gary_gray,7.2
880,285923,Grindhouse,two full length feature horror movie write by quentin tarantino and robert rodriguez put together a a two film feature include fake movie trailer in between both movie thriller action horror exploitation slasher zombie killer kurt_russell zoë_bell rosario_dawson vanessa_ferlito sydney_tamiia_poitier robert_rodriguez,6.8
881,39437,Beloved,"after paul d find his old slave friend sethe in ohio and move in with her and her daughter denver a strange girl come along by the name of ""beloved"" sethe and denver take her in and then strange thing start to happen drama thriller oprah_winfrey danny_glover thandie_newton lisa_gay_hamilton albert_hall jonathan_demme",5.9
